,Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
4375,Loyola,2,Public,Park,P,P1005,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,24.7,N,N,USDA/TC,
4501,Loyola,2,Public,Park,P,P1006,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,24.7,N,N,USDA/TC,
4636,Loyola,2,Public,Row,S,S1003,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,24.7,N,N,USDA/TC,
9461,UQAM,3,Public,Streets,S,S2050,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,24.7,N,Y,USDA/TC/LM,
9745,UQAM,3,Private,Private Yards,Y,Y2018,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,24.7,N,Y,USDA/TC/LM/Mortens,
76,Dawson,1,Public,Alley,A,A10,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,24.8,N,Y,USDA/TC/LM/Mortens,
484,Dawson,1,Private,Private,Y,Y110,AC,ACRU,ACRU,Acer rubrum,Red Maple,24.8,Y,Y,USDA/LM/TC,
985,Dawson,1,Private,Institutional,I,I4,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,24.8,N,Y,USDA/TC/LM,
4513,Loyola,2,Public,Park,P,P1007,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,24.8,N,N,USDA/TC,
4708,Loyola,2,Public,Row,S,S1024,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,24.8,N,N,USDA/TC,
4748,Loyola,2,Public,Row,S,S1031,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,24.8,N,N,USDA/TC,
5037,Loyola,2,Public,Row,S,S1105,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.8,N,N,USDA/TC,
5730,Loyola,2,Private,Private,Y,Y1012,AM,AMLA,AMLA,Amelanchier Laevis,Amelanchier laevis,24.8,Y,Y,USDA/TC/Morton/APF(202),
6501,Loyola,2,Private,Inst,I,I1005,LO,LOXY,LOXY,Lonicera Xylosteum,European Fly Honeysuckle,24.8,N,N,USDA/Mortens,
8637,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,24.8,N,Y,USDA/LM,
271,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.9,N,N,USDA/TC,
284,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.9,N,N,USDA/TC,
626,Dawson,1,Private,Private,Y,Y156,AL,ALGL,ALGL,Alnus glutinosa,European Black Alder,24.9,N,N,USDA/TC,
1500,Dawson,1,Private,Private,Y,Y142,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,24.9,N,N,USDA/TC/LM,
2022,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,24.9,Y,Y,USDA/TC/LM,
2037,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,24.9,Y,Y,USDA/TC/LM,
6798,Loyola,2,Public,Row,S,S1021,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,24.9,N,N,USDA/TC/LM,
6878,Loyola,2,Public,Park,P,P1001,PN,PNNI,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,24.9,N,N,USDA/TC/Mortens,
7456,Loyola,2,Public,Park,P,P1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,24.9,Y,Y,USDA/TC/LM,
9788,UQAM,3,Private,Private Yards,Y,Y2031,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,24.9,Y,Y,USDA/TC/Mortens/LM,
173,Dawson,1,Public,Street,S,S127,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,25,N,Y,USDA/TC/LM/Mortens,
305,Dawson,1,Private,Private,Y,Y29,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
386,Dawson,1,Private,Private,Y,Y144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
513,Dawson,1,Public,Street,S,S18,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25,Y,Y,USDA/LM,
519,Dawson,1,Public,Street,S,S24,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25,Y,Y,USDA/LM,
531,Dawson,1,Public,Street,S,S35,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25,Y,Y,USDA/LM,
533,Dawson,1,Public,Street,S,S36,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25,Y,Y,USDA/LM,
594,Dawson,1,Private,Private,Y,Y44,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,25,N,N,USDA,
719,Dawson,1,Public,Street,S,S79,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,25,Y,Y,USDA/LM/NRC,
864,Dawson,1,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25,Y,Y,USDA/TC/Mortens/LM,
921,Dawson,1,Private,Private,Y,Y39,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25,Y,Y,USDA/TC/Mortens/LM,
941,Dawson,1,Public,Street,S,S66,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25,Y,Y,USDA/TC/Mortens/LM,
1064,Dawson,1,Public,Street,S,S11,GL,GLTR,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,25,N,Y,USDA/LM,
1074,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,25,N,Y,USDA/LM,
1521,Dawson,1,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,25,N,N,USDA/TC/Mortens,NA
2021,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,25,Y,Y,USDA/TC/LM,
2228,Dawson,1,Public,Street,S,S56,UL,ULAM,ULAM,Ulmus americana,White Elm,25,Y,Y,USDA/TC/LM,
2664,Dawson,1,Private,Institutional,I,I10,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2748,Dawson,1,Public,Streets,S,S174,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2749,Dawson,1,Public,Streets,S,S173,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2804,Dawson,1,Public,Streets,S,S175,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2809,Dawson,1,Public,Streets,S,S193,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2858,Dawson,1,Public,Streets,S,S194,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2884,Dawson,1,Public,Streets,S,S169,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2903,Dawson,1,Public,Streets,S,S246,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2922,Dawson,1,Public,Parks,P,P15,AC,ACRU,ACRU,Acer rubrum,Red Maple,25,Y,Y,USDA/LM/TC,
3069,Dawson,1,Public,Parks,P,P15,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,25,Y,Y,TC/LM,
3117,Dawson,1,Public,Parks,P,P15,AE,AEGL,AEGL,Aesculus glabra,Ohio Buckeye,25,N,Y,USDA/TC/LM,
3183,Dawson,1,Public,Parks,P,P15,CT,CTSP,CTSP,Catalpa speciosa,Western Catalpa,25,N,Y,USDA/TC/LM,
3227,Dawson,1,Public,Parks,P,P14,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,25,N,N,Mortens/TC/USDA,
3260,Dawson,1,Public,Parks,P,P15,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,25,N,N,Mortens/TC/USDA,
3293,Dawson,1,Public,Parks,P,P15,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,25,N,Y,USDA/TC/LM,
3353,Dawson,1,Public,Streets,S,S248,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,25,N,Y,USDA/TC/LM,
3388,Dawson,1,Public,Parks,P,P11,JN,JNCH,JNCH,Juniperus Chinensis,,25,N,N,Missouri Botanical Garden,
3409,Dawson,1,Public,Parks,P,P15,MA,MA,MA,Magnolia x ,,25,N,N,NA,
3427,Dawson,1,Public,Parks,P,P15,MA,MA,MA,Magnolia x ,,25,N,N,NA,
3428,Dawson,1,Public,Parks,P,P15,MA,MA,MA,Magnolia x ,,25,N,N,NA,
3436,Dawson,1,Public,Parks,P,P15,MA,MA,MA,Magnolia x ,,25,N,N,NA,
3644,Dawson,1,Public,Streets,S,S226,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,25,N,N,USDA/TC/LM,
3807,Dawson,1,Public,Parks,P,P12,QU,QURU,QURU,Quercus rubra,Red Oak,25,Y,Y,TC/LM,
6266,Loyola,2,Private,Inst,I,I1010,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honey-Locust,25,N,Y,USDA/TC/LM,
6733,Loyola,2,Public,Park,P,P1001,PI,PIGL,PIGL,Picea Glauca,White Spruce,25,Y,Y,USDA/TC/LM,
8655,UQAM,3,Private,Institutional,I,I2001,FR,FRAM,FRAM,Fraxinus americana,White Ash,25,Y,Y,USDA/TC/LM,
9154,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25,N,N,USDA/Mortens,
841,Dawson,1,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.1,Y,Y,USDA/TC/Mortens/LM,
4637,Loyola,2,Public,Row,S,S1003,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,25.1,N,N,USDA/TC,
4739,Loyola,2,Public,Row,S,S1028,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,25.1,N,N,USDA/TC,
5280,Loyola,2,Private,Inst,I,I1009,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,25.1,Y,Y,USDA/LM,
7457,Loyola,2,Public,Park,P,P1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.1,Y,Y,USDA/TC/LM,
8635,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,25.1,N,Y,USDA/LM,
9067,UQAM,3,Public,Parks,P,P2003,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25.1,N,N,USDA/Mortens,
318,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.2,N,N,USDA/TC,
897,Dawson,1,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.2,Y,Y,USDA/TC/Mortens/LM,
1433,Dawson,1,Private,Institutional,I,I1,PI,PIGL,PIGL,Picea glauca,White Spruce,25.2,Y,Y,USDA/TC/LM,
1469,Dawson,1,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,25.2,N,N,USDA/TC/LM,
1517,Dawson,1,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,25.2,N,N,USDA/TC/Mortens,NA
5553,Loyola,2,Public,Row,S,S1075,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25.2,Y,Y,USDA/LM,
5871,Loyola,2,Public,Row,S,S1008,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,25.2,Y,Y,USDA/LM/NRC,
6734,Loyola,2,Public,Park,P,P1001,PI,PIGL,PIGL,Picea Glauca,White Spruce,25.2,Y,Y,USDA/TC/LM,
6735,Loyola,2,Public,Park,P,P1001,PI,PIGL,PIGL,Picea Glauca,White Spruce,25.2,Y,Y,USDA/TC/LM,
7216,Loyola,2,Private,Inst,I,I1001,RS,RSWO,RSWO,Rosa Woodsii,Woods rose,25.2,N,Y,USDA/ https://www.wildflower.org/plants/result.php?id_plant=ROWO / http://www.efloras.org/object_page.aspx?object_id=127152&flora_id=1,Refer to website in Origin Source column: found in Prairie regions in certain eastern United States therefore deemed native to ETF and not SLL (KP)
8335,Loyola,2,Public,Park,P,P1005,UL,ULMI,ULMI,Ulmus 'Morton',Morton (Accolade TM) Elm,25.2,N,N,Mortons,
9150,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25.2,N,N,USDA/Mortens,
9729,UQAM,3,Private,Private Yards,Y,Y2015,QU,QURO,QURO,Quercus robur,English Oak,25.2,N,N,USDA/TC/Mortens,
9769,UQAM,3,Private,Private Yards,Y,Y2026,MA,MA,MA,Magnolia x ,,25.2,N,N,NA,
324,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.3,N,N,USDA/TC,
383,Dawson,1,Private,Private,Y,Y144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.3,N,N,USDA/TC,
807,Dawson,1,Private,Private,Y,Y118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,25.3,N,N,USDA/TC,
1036,Dawson,1,Private,Private,Y,Y118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,25.3,N,Y,USDA/TC/LM,
1714,Dawson,1,Private,Private,Y,Y67,RH,RHTY,RHTY,Rhus typhina,,25.3,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/rhutyp/all.html,
4376,Loyola,2,Public,Park,P,P1005,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,25.3,N,N,USDA/TC,
4377,Loyola,2,Public,Park,P,P1005,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,25.3,N,N,USDA/TC,
5049,Loyola,2,Private,Private,Y,Y1012,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,25.3,N,N,USDA/TC,
6204,Loyola,2,Public,Row,S,S1051,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,25.3,N,N,Mortens/TC/USDA,
6265,Loyola,2,Private,Inst,I,I1010,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honey-Locust,25.3,N,Y,USDA/TC/LM,
6940,Loyola,2,Public,Row,S,S1085,PN,PNRE,PNRE,Pinus resinosa,Red Pine,25.3,Y,Y,USDA/TC/LM,
7087,Loyola,2,Public,Row,S,S1031,QU,QUMA,QUMA,Quercus macrocarpa,Bur Oak,25.3,Y,Y,USDA/TC/LM/NRC,
7458,Loyola,2,Public,Park,P,P1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.3,Y,Y,USDA/TC/LM,
7824,Loyola,2,Private,Private,Y,Y1061,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.3,Y,Y,USDA/TC/LM,
8453,Loyola,2,Private,Inst,I,I1002,VI,VIOP,VIOP,Viburnum opulus,European cranberry bush,25.3,N,N,TC/Mortens,
8823,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25.3,N,N,USDA/Mortens,
9500,UQAM,3,Public,Streets,S,S2056,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,25.3,N,N,USDA/TC/LM,
5283,Loyola,2,Private,Inst,I,I1009,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,25.4,Y,Y,USDA/LM,
6062,Loyola,2,Private,Inst,I,I1015,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,25.4,Y,Y,USDA/TC/Mortens/LM,
6064,Loyola,2,Private,Inst,I,I1010,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,25.4,Y,Y,USDA/TC/Mortens/LM,
6828,Loyola,2,Public,Row,S,S1073,PI,PIPU,PIPU,Picea pungens 'Glauca',Colorado Spruce,25.4,N,N,USDA/TC/LM,
7459,Loyola,2,Public,Park,P,P1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.4,Y,Y,USDA/TC/LM,
7889,Loyola,2,Private,Private,Y,Y1080,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.4,Y,Y,USDA/TC/LM,
8721,UQAM,3,Private,Institutional,I,I2006,MA,MA,MA,Magnolia x ,,25.4,N,N,NA,
239,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.5,N,N,USDA/TC,
1470,Dawson,1,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,25.5,N,N,USDA/TC/LM,
5718,Loyola,2,Private,Private,Y,Y1078,AM,AMCA,AMCA,Amelanchier Canadensis,Canadian Serviceberry,25.5,Y,Y,USDA/TC/LM,Synonym: Amelanchier arborea
6518,Loyola,2,Private,Private,Y,Y1045,LO,LOXY,LOXY,Lonicera Xylosteum,European Fly Honeysuckle,25.5,N,N,USDA/Mortens,
7984,Loyola,2,Private,Private,Y,Y1091,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.5,Y,Y,USDA/TC/LM,
8665,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,25.5,N,Y,USDA/LM,
9145,UQAM,3,Public,Streets,S,S2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,25.5,N,N,USDA/Mortens,
9350,UQAM,3,Public,Streets,S,S2030,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.5,Y,Y,USDA/TC/Mortens/LM,
320,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.6,N,N,USDA/TC,
408,Dawson,1,Private,Private,Y,Y152,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.6,N,N,USDA/TC,
1944,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,25.6,Y,Y,USDA/TC/LM,
4362,Loyola,2,Public,Park,P,P1001,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,25.6,N,N,USDA/TC,
4378,Loyola,2,Public,Park,P,P1005,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,25.6,N,N,USDA/TC,
4973,Loyola,2,Public,Row,S,S1082,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,25.6,N,N,USDA/TC,
6483,Loyola,2,Public,Park,P,P1005,LA,LALA,LALA,Larix Laricina,Tamarack,25.6,Y,Y,USDA/TC/LM,
6522,Loyola,2,Private,Private,Y,Y1067,LO,LOXY,LOXY,Lonicera Xylosteum,European Fly Honeysuckle,25.6,N,N,USDA/Mortens,
7460,Loyola,2,Public,Park,P,P1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.6,Y,Y,USDA/TC/LM,
7461,Loyola,2,Public,Park,P,P1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.6,Y,Y,USDA/TC/LM,
8410,Loyola,2,Private,Inst,I,I1016,UL,ULHO,ULXXHO,Ulmus 'Homestead',Pioneer Elm,25.6,N,N,Mortens,
8427,Loyola,2,Public,Park,P,P1001,VI,VILE,VILE,Viburnum Lentago,Nannyberry,25.6,Y,Y,USDA/TC/LM,
1468,Dawson,1,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,25.7,N,N,USDA/TC/LM,
6761,Loyola,2,Public,Park,P,P1001,PI,PIPU,PIPU,Picea Pungens,Colorado Spruce,25.7,N,N,USDA/TC/LM,
7462,Loyola,2,Public,Park,P,P1001,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,25.7,Y,Y,USDA/TC/LM,
847,Dawson,1,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.8,Y,Y,USDA/TC/Mortens/LM,
2309,Dawson,1,Private,Private,Y,Y139,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,25.8,N,N,USDA/TC/LM,
4693,Loyola,2,Public,Row,S,S1021,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,25.8,N,N,USDA/TC,
4728,Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,25.8,N,N,USDA/TC,
6309,Loyola,2,Public,Row,S,S1028,GL,GLTR,GLTR,Gleditsia triacanthos 'Skyline',Common Honey-Locust,25.8,N,Y,USDA/TC/LM,
6430,Loyola,2,Public,Row,S,S1019,JU,JUCI,JUCI,Juglans cinerea,Butternut,25.8,Y,Y,USDA/TC/LM,
6504,Loyola,2,Private,Inst,I,I1005,LO,LOXY,LOXY,Lonicera Xylosteum,European Fly Honeysuckle,25.8,N,N,USDA/Mortens,
336,Dawson,1,Private,Private,Y,Y116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.9,N,N,USDA/TC,
1532,Dawson,1,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,25.9,N,N,USDA/TC/Mortens,NA
4379,Loyola,2,Public,Park,P,P1005,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,25.9,N,N,USDA/TC,
4795,Loyola,2,Public,Row,S,S1043,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.9,N,N,USDA/TC,
6039,Loyola,2,Public,Park,P,P1005,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,25.9,Y,Y,USDA/TC/Mortens/LM,
6070,Loyola,2,Public,Row,S,S1004,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.9,Y,Y,USDA/TC/Mortens/LM,
6730,Loyola,2,Private,Inst,I,I1005,PI,PIEN,PIEN,Picea Engelmenni,Englemann Spruce,25.9,N,N,USDA/LM,
2,Dawson,1,Private,Institutional,I,I6,AB,ABBA,ABBA,Abies balsamea,Balsam fir,26,Y,Y,USDA/TC/LM,
207,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
443,Dawson,1,Public,Street,S,S120,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
478,Dawson,1,Public,Street,S,S62,AC,ACPL,ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,26,N,N,USDA/TC,
517,Dawson,1,Public,Street,S,S22,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,26,Y,Y,USDA/LM,
518,Dawson,1,Public,Street,S,S24,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,26,Y,Y,USDA/LM,
544,Dawson,1,Public,Street,S,S44,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,26,Y,Y,USDA/LM,
734,Dawson,1,Public,Street,S,S89,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,26,Y,Y,USDA/LM/NRC,
991,Dawson,1,Private,Institutional,I,I6,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,26,N,Y,USDA/TC/LM,
1458,Dawson,1,Private,Institutional,I,I6,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,26,N,N,USDA/TC/LM,
1536,Dawson,1,Private,Private,Y,Y117,PN,PNNI,PNNI,Pinus nigra,NA,26,N,N,USDA/TC/Mortens,NA
2186,Dawson,1,Public,Parc,P,P1,TI,TICO,TICOSH,Tilia cordata 'Sheridan',Sheridan Littleleaf Linden,26,N,N,USDA,
2230,Dawson,1,Public,Street,S,S69,UL,ULAM,ULAM,Ulmus americana,White Elm,26,Y,Y,USDA/TC/LM,
2583,Dawson,1,Public,Parks,P,P11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2656,Dawson,1,Public,Parks,P,P15,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2663,Dawson,1,Private,Institutional,I,I10,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2799,Dawson,1,Public,Streets,S,S194,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2805,Dawson,1,Public,Streets,S,S180,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2810,Dawson,1,Public,Streets,S,S177,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2833,Dawson,1,Public,Streets,S,S246,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2849,Dawson,1,Public,Streets,S,S238,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2928,Dawson,1,Public,Streets,S,S173,AC,ACRU,ACRU,Acer rubrum,Red Maple,26,Y,Y,USDA/LM/TC,
2929,Dawson,1,Public,Streets,S,S178,AC,ACRU,ACRU,Acer rubrum,Red Maple,26,Y,Y,USDA/LM/TC,
2935,Dawson,1,Public,Streets,S,S219,AC,ACRU,ACRU,Acer rubrum,Red Maple,26,Y,Y,USDA/LM/TC,
3104,Dawson,1,Public,Parks,P,P15,AE,AECA,AECABR,Aesculus carnea 'Briotii',Aesculus carnea 'Briotii',26,N,N,USDA/TC/Mortens,Hybrid of the native Aesculus pavia and non-native Aesculus hippocastanum (Europe)
3108,Dawson,1,Public,Parks,P,P15,AE,AECA,AECABR,Aesculus carnea 'Briotii',Aesculus carnea 'Briotii',26,N,N,USDA/TC/Mortens,Hybrid of the native Aesculus pavia and non-native Aesculus hippocastanum (Europe)
3114,Dawson,1,Public,Parks,P,P11,AE,AEGL,AEGL,Aesculus glabra,Ohio Buckeye,26,N,Y,USDA/TC/LM,
3225,Dawson,1,Public,Parks,P,P14,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,26,N,N,Mortens/TC/USDA,
3236,Dawson,1,Public,Parks,P,P14,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,26,N,N,Mortens/TC/USDA,
3619,Dawson,1,Public,Parks,P,P15,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,26,N,N,USDA/TC/LM,
3659,Dawson,1,Public,Streets,S,S169,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,26,N,N,USDA/TC/LM,
3705,Dawson,1,Public,Parks,P,P15,PN,PNRE,PNRE,Pinus resinosa,Red Pine,26,Y,Y,USDA/TC/LM,
3712,Dawson,1,Public,Parks,P,P11,PN,PNSY,PNSY,Pinus Sylvestris,Scots Pine,26,N,N,USDA/TC/Mortens,
3732,Dawson,1,Public,Parks,P,P15,PR,PRSE,PRSE,Prunus Serotina,Black Cherry,26,Y,Y,USDA/TC/LM,
3783,Dawson,1,Public,Parks,P,P11,QU,QURO,QURO,Quercus robur,English Oak,26,N,N,USDA/TC/Mortens,
3797,Dawson,1,Public,Streets,S,S165,QU,QURO,QURO,Quercus robur,English Oak,26,N,N,USDA/TC/Mortens,
3804,Dawson,1,Public,Parks,P,P11,QU,QURU,QURU,Quercus rubra,Red Oak,26,Y,Y,TC/LM,
3832,Dawson,1,Public,Parks,P,P15,QU,QURU,QURU,Quercus rubra,Red Oak,26,Y,Y,TC/LM,
3967,Dawson,1,Public,Parks,P,P15,SY,SYRE,SYRE,Syringa reticulata,Japanese Tree Lilac,26,N,N,USDA/Mortens,
4000,Dawson,1,Public,Streets,S,S217,SY,SYRE,SYRE,Syringa reticulata,Japanese Tree Lilac,26,N,N,USDA/Mortens,
4116,Dawson,1,Public,Streets,S,S205,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,26,N,N,USDA,
4324,Loyola,2,Public,Row,S,S1035,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26,N,Y,USDA/TC/LM/Mortens,
