id,Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
,S228,"734","4255","4288",{4AD42BE9-B3E9-4266-9C7F-B3EB167183EB},"18",VOPA_057,ARBRE,ACSC,"1",,,"62",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,FOFTR,CHIBS,AUC,"65",NON, racine encerclante et carie au tronc non-exposé,HAFLSS,2022,TVERTE, assainissement et dégagement bâtiment aussi,O,2021-09-27T15:00:09.000,TVJV,,DHP
,S163,"735","4256","4289",{05F23DC5-1C94-453F-BDB6-5832052FC884},"23",VOPA_057,ARBRE,PIPU,"1",,,"30",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-09-27T14:36:37.000,TVJV,,DHP
,S246,"736","4257","4290",{9A149997-102D-46BE-99F8-B816D20493B7},"499",VOPA_043,ARBRE,ACPL,"1",,,"26",EMPRI,PUB,AUC,AUC,AUC,BATIM,VOIPUB,AUC,AUC,AUC,AUC,AUC,"80",NON, ,ELDEGA,2022,TVERTE,,O,2021-09-21T19:39:18.000,TVJV,,DHP
,S163,"737","4276","4309",{EEA67307-59FF-4991-AFA1-D3F3588BD100},"23",VOPA_057,ARBRE,PIAB,"1",,,"42",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-27T14:35:17.000,TVJV,,DHP
,S163,"738","4277","4310",{D7092596-F960-4E53-A5F3-C6C5D93DC73D},"23",VOPA_057,ARBRE,PIPU,"1",,,"28",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"65",NON, ,AUC,,, ,O,2021-09-27T14:34:15.000,TVJV,,DHP
,S163,"739","4278","4311",{7239EF84-88CE-41A2-BA49-3220D64A4C77},"27",VOPA_057,ARBRE,ACSA,"1",,,"83.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELCOMP,2022,, interfÃ©rences,N,,,,DHP
,S163,"740","4279","4312",{D16D1A07-0390-463E-BD81-191F44D6D1B1},"27",VOPA_057,ARBRE,ACPLCK,"1",,,"41",EMPRI,PUB,AUC,AUC,AUC,VOIPUB,AUC,AUC,AUC,FAETR,BRPBS,AUC,"75",NON, ,ELALLE,2024,TVERTE, ,O,2021-09-27T14:10:27.000,TVJV,,DHP
,S163,"741","4280","4313",{B5EA0F1C-89CF-4BC4-9B6E-9F423B01C5CE},"31",VOPA_057,ARBRE,ACPLCK,"1",,,"52",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BCDCI,BRPBS,AUC,"75",NON, ,ELDEGA,2024,TVERTE, ,O,2021-09-27T14:01:17.000,TVJV,,DHP
,S163,"742","4281","4314",{8AE96382-987E-4843-90C9-A5B3E46EB979},"31",VOPA_057,ARBRE,CEOC,"1",,,"36",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,BRPBS,BRABC,"70",NON," chicot de branche secondaire, coupes d'elagage récentes",ELCOMP,2024,TVERTE," assainissement, dégagement, allègement",O,2021-09-27T13:57:23.000,TVJV,,DHP
,S163,"743","4282","4315",{05DBF855-E2FB-4A30-B2DB-3DFD05CDBDD8},"33",VOPA_057,ARBRE,SYRE,"1",,,"13",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,AUC,,, ,O,2021-09-27T13:50:13.000,TVJV,,DHP
,S163,"744","4283","4316",{2BE8D634-2F91-439C-94B4-5132AFDA08F7},"35",VOPA_057,ARBRE,ACSA,"1",,,"83",EMPRI,PUB,AUC,AUC,AUC,BATIM,VOIPUB,AUC,AUC,BRPBS,BOMCI,AUC,"70",NON, ,ELCOMP,2023,TVERTE, dégagement et assainissement,O,2021-09-27T13:48:33.000,TVJV,,DHP
,S163,"745","4284","4317",{97219299-7453-4995-950E-62EA337361A5},"37",VOPA_057,ARBRE,ACSA,"1",,,"93",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,DEP25,"65",NON, ,ELASSA,2023,TVERTE, ,O,2021-09-27T13:39:14.000,TVJV,,DHP
,S163,"746","4285","4318",{A68FC924-B2E6-4D4B-8AB9-EDA29434A640},"39",VOPA_057,ARBRE,ACRU,"1",,,"14",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,,,,,O,2021-09-27T13:34:45.000,TVJV,,DHP
,S163,"747","4286","4319",{5D8FC6BF-780A-49B4-83BB-109EF080CD13},"39",VOPA_057,ARBRE,ACPL,"1",,,"85",EMPRI,PUB,AUC,AUC,AUC,SIGNAL,AUC,AUC,AUC,FOFTR,CARBC,AUC,"65",OUIFC," branches surplombantes en cime, branches croisés en cime. bois mort",HAFLSS,90,TVERTE, haubanage polygonale et assainissement,O,2021-09-27T13:33:12.000,TVJV,,DHP
,S163,"748","4287","4320",{6DC78BE9-7EA0-4C37-8C0F-A80D83D75960},"39",VOPA_057,ARBRE,ACSA,"1",,,"62",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,BOMCI,AUC,"70",NON, br secondaire surplombant la rue ,HAFLSD,2023,TVERTE, assainissement aussi,O,2021-09-23T12:52:29.000,TVJV,,DHP
,S248,"749","4288","4321",{3E7FA218-36F1-4FDE-AFA5-4417E4D499A6},"41",VOPA_057,ARBRE,ACPLCK,"1",,,"23",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"70",NON, ,AUC,,, ,O,2021-09-21T19:50:00.000,TVJV,,DHP
,S248,"750","4289","4322",{045D79A3-98A5-4424-B173-AF583E449315},"45",VOPA_057,ARBRE,GLTRIN,"1",,,"22",FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELCOMP,2021,WEEQIN, Climbing required,N,,,,DHP
,S248,"751","4290","4323",{3853A162-F477-47AF-86B9-ED888646C621},"47",VOPA_057,ARBRE,SYRE,"1",,,"12",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-21T19:53:32.000,TVJV,,DHP
,S248,"752","4291","4324",{2CBB09C0-A4FE-4A15-9D9E-39493E6353DA},"53",VOPA_057,ARBRE,GLTRIN,"1",,,"25",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-21T19:55:04.000,TVJV,,DHP
,S248,"753","4292","4325",{43DFB459-54CD-4485-A0C9-EC545FF004AD},"55",VOPA_057,ARBRE,SYRE,"1",,,"16.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"Assez gros Sy ri carence en eau je croit, bois mort considÃ©rable, peut Ãªtre aussi manque dâ€™espace pour systÃ¨me racinaire ",ELASSA,2022,WEEQIN,"P. syringae, contact resident Christine Smith with results. -TV: rÃ©inspection dÃ©pÃ©rissement <1an",N,,,,DHP
,S248,"754","4293","4326",{9D4BC6F8-C77D-491D-93D4-A637F71F8CE0},"61",VOPA_057,ARBRE,ACPL,"1",,,"24",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELCOMP,2023,, ,N,,,,DHP
,S248,"755","4294","4327",{007B50CE-712B-4DA9-91CC-2C7294109C4C},"67",VOPA_057,ARBRE,ACPL,"2",,,,EMPRI,PUB,AUC,HAUAF1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON,Arbre prÃ©disposÃ© Ã  la chute par manque de substrat cÃ´tÃ© ouest. RÃ©sident pas favorable Ã  l'abattage toutefois. Risque = moyen,INSPRE,2024,,,N,,,,DHP
,S248,"756","4295","4328",{A4E68676-66D1-4374-9DAF-28EFA3D3E85D},"69",VOPA_057,ARBRE,ACPL,"1",,,"12",FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,O,2021-09-21T19:59:41.000,TVJV,,DHP
,S248,"757","4296","4329",{802B378D-175A-4C1F-94EF-A0FF667CF256},"71",VOPA_057,ARBRE,ACPLDR,"1",,,"24",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELASSA,2023,,"CLIMBING REQUIRED Effort to keep it â€˜Drummondiiâ€™, building clearence. -TV: branches codominantes, maintenir une tige principale",N,,,,DHP
,S248,"758","4297","4330",{0CFA52C8-A010-45BB-AD32-1F09B731A9C6},"75",VOPA_057,ARBRE,SYRE,"1",,,"13",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUTRAC,"70",NON, sol ajouté par citoyen pour aménagement,AUC,,, ,O,2021-09-21T14:30:18.000,TVJV,,DHP
,S248,"759","4298","4331",{E3304694-5D8C-4302-AC30-56FA99AB600F},"85",VOPA_057,ARBRE,ACPLCK,"1",,,"24",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,GELTR,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-09-21T14:25:09.000,TVJV,,DHP
,S248,"760","4299","4332",{21C5F6FE-893F-4B04-B09E-70F9759564CC},"89",VOPA_057,DISPO,,,,,"72",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON,,PLANTA,2022,WESTHA, ,N,,,,DHS
,S247,"761","4300","4333",{9D0D41D9-F3C4-47A6-98C4-1D3BBBCD5880},"76",VOPA_057,DESACT,,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,arbuste,AUC,,, ,O,2021-09-21T14:27:58.000,TVJV,,DHP
,S247,"762","4301","4334",{C62869E8-8137-4F4E-A8EA-330C168D4563},"76",VOPA_057,DESACT,,,,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,arbuste,AUC,,,,O,2021-09-21T14:26:54.000,TVJV,,DHP
,S246,"763","4302","4335",{D2BA5158-1BE2-4D6C-9B4D-2F96C0E059A5},"50",VOPA_057,ARBRE,MASP,"1",,,"10",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,AUC,"65",NON, ,AUC,,, ,O,2021-09-21T19:40:54.000,TVJV,,DHP
,S218,"764","4303","4336",{D2999EF7-2E7F-48E7-9FC6-5ED90B6A9E47},"497",VOPA_043,ARBRE,ACSA,"1",,,"59",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,CVSBC,CHICI,AUC,"65",NON, ,ELCOMP,2022,TVERTE," assainissement, dégagement et allègement",O,2021-09-21T19:32:25.000,TVJV,,DHP
,S218,"765","4304","4337",{D0DCDFD3-C982-4DE5-BFBD-C25DF65BFB11},"495",VOPA_043,DISPO,,,2.5999999,4.3000002,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,Refus de résident : déjà des cèdres,PLANTA,2022,,,N,,,,DHP
,S218,"766","4305","4338",{0E52EDA0-8056-46BE-8D15-CC81CD7CC327},"493",VOPA_043,ARBRE,ACFRAB,"1",,,"60",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,BOMCI,AUC,BRABC,"70",NON, ,ELCOMP,2024,WEEQIN, ,N,,,,DHP
,S218,"767","4306","4339",{377575F7-E26D-4F5C-9DC1-6CF0D7A2400F},"465",VOPA_043,ARBRE,SYRE,"1",,,"16",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,AUC,,, ,O,2021-09-21T19:16:44.000,TVJV,,DHP
,S218,"768","4307","4340",{7137D6EC-ADB7-4AA2-8FAB-DCA2FFAAA3C8},"461",VOPA_043,ARBRE,CGSP,"1",2.4,4.8,"6",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,,AUC,AUC,AUC,"0",NON,C. x mordenensis 'Snowbird',ARROSA,2021,WESTHA,,N,,,,DHP
,S218,"769","4308","4341",{F4B8ECAF-0930-485F-9C86-8671091EBB57},"459",VOPA_043,ARBRE,ACSA,"1",,,"64",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,ELDEGA,2023,TVERTE, ,O,2021-09-21T19:07:57.000,TVJV,,DHP
,S218,"770","4309","4342",{827F3721-CF4A-4139-9EEB-A4F8D4DE4F75},"457",VOPA_043,ARBRE,MASP,"1",,,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S218,"771","4310","4343",{BD075D0F-A726-4A6A-B168-7990C3F6A3CC},"455",VOPA_043,ARBRE,ACFRAB,"1",,,"69",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,BLLBS,AUC,REJCI,"60",NON, gourmands au tronc,ELCOMP,2024,TVERTE,dégagement et suppression de gourmands,O,2021-09-21T19:12:41.000,TVJV,,DHP
,S218,"772","4311","4344",{B71E65B0-F9CA-42E9-B1D5-D41BFFEAD4AE},"449",VOPA_043,ARBRE,ACPL,"1",,,"28",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,2023,,  CLIMBING REQUIRED subordonner une des branches sur l'axe principale pour Ã©viter des bris futurs ,N,,,,DHP
,S218,"773","4312","4345",{59193E7F-64F4-4971-9116-12DE0F50D180},"439",VOPA_043,ARBRE,ACPL,"1",,,"58",EMPRI,PUB,AUC,HAUAF1,AUC,AUC,AUC,AUC,AUC,CVLCI,BOMCI,AUC,"70",NON,gélivure au tronc et br primaire,ELASSA,2022,TVERTE, ,O,2021-09-21T18:49:15.000,TVJV,,DHP
,S218,"774","4313","4346",{F3D6B406-F7F4-4AE6-84E5-33CC592D54CD},"433",VOPA_043,ARBRE,ACPLCK,"1",,,"20",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,"Branches too close to street,  entrance to house, no-parking sign.  Paul",AUC,,,,O,2021-09-21T18:40:21.000,TVJV,,DHP
,S218,"775","4314","4347",{629BE0F9-5C88-46CE-8BF1-61CB6B7FEA63},"427",VOPA_043,DISPO,,,2.6,4.3,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,Refus de résident,PLANTA,2023,WESTGA,Refus de plantation en 2021,N,,,,DHP
,S217,"776","4315","4348",{CA34C0DD-499D-4B18-86CD-EAB8788AB3BE},"4131",VOPA_121,ARBRE,ACSA,"1",,,"49",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,REJCI,"60",NON, ,ELASSA,2023,TVERTE, ,O,2021-09-21T18:38:12.000,TVJV,,DHP
,S217,"777","4316","4349",{5308F53E-4AF1-4454-BEC0-1251D034ED2B},"4131",VOPA_121,DISPO,,"1",2.9,3,"7",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON, ,PLANTA,2022,WESTHA,Quercus rubra déplacé: construction/ parc au 4872 ste catherine,N,,,,DHP
,S217,"778","4317","4350",{AF03FFBB-0286-4CA8-B188-A5376BA93D43},"434",VOPA_043,ARBRE,ACPL,"1",,,"63",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-21T18:42:32.000,TVJV,,DHP
,S217,"779","4318","4351",{573616A3-98A1-4DB6-93CE-F985BCBFB038},"440",VOPA_043,ARBRE,SYRE,"1",,,"26",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,TV: dépérissement <30%,AUC,,,,O,2021-09-21T18:44:45.000,TVJV,,DHP
,S217,"780","4319","4352",{C24D8AF8-0A89-40ED-9B21-C3436138DC3A},"442",VOPA_043,ARBRE,ACPL,"1",,,"60",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"Medium rupture 29,08,18",ELASSA,2022,WESTHA," Some dead. Broken branch cleanup cut. -TV: rÃ©inspection dÃ©pÃ©rissement <1an2023, contrat élagage consolidation ",N,,,,DHP
,S229,"781","4320","4353",{C0550F06-47B7-40D3-A180-BFA6F72F8A63},"58",VOPA_037,ARBRE,MASP,"1",,,"27",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELSEGO,2024,," Trottoir, bÃ¢timent. -TV: cime en rejets",N,,,,DHP
,S217,"782","4321","4354",{F87A77E8-342F-4D74-8C75-5259B6F828BD},"450",VOPA_043,ARBRE,SYRE,"1",,,"11",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-09-21T18:56:21.000,TVJV,,DHP
,S217,"783","4322","4355",{F81F4BD1-8F3A-446A-AAF6-F4D59D1C8249},"454",VOPA_043,ARBRE,ACRU,"1",,,"27",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"65",NON, ,AUC,,, ,O,2021-09-21T18:58:21.000,TVJV,,DHP
,S217,"784","4323","4356",{DE4D34AD-37C3-4C9B-93F4-01A422AFB8CA},"456",VOPA_043,DISPO,CICA,,,,"70",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,,PLANTA,2022,WESTHA,Dans aménagement paysager entouré de petit muret.,N,,,,DHS
,S217,"785","4324","4357",{9167F361-3499-4618-A48A-A8798DA4DC71},"458",VOPA_043,ARBRE,QUBI,"1",,,"52",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"70",NON, ,AUC,,, ,O,2021-09-21T19:03:44.000,TVJV,,DHP
,S217,"786","4325","4358",{161F4D2D-DA0C-4664-86F0-E14DF01D4CCF},"460",VOPA_043,ARBRE,AMCA,"1",,,"10",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,AUC,,, ,O,2021-09-21T19:05:08.000,TVJV,,DHP
,S217,"787","4326","4359",{9BC885BE-CDBE-4483-A358-3911F17BF927},"464",VOPA_043,ARBRE,ACSA,"1",,,"75",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELDEGA,2023,," Tell nic the day before you go. -TV: bÃ¢timent, ancien rabattage",N,,,,DHP
,S217,"788","4327","4360",{69B14C25-D717-478E-B7F8-89C55B99018C},"492",VOPA_043,ARBRE,FASYPU,"1",2.7,3.5,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,RETUSE,2023,,,N,,,,DHP
,S217,"789","4328","4361",{73B2CEC3-525E-47CD-8D0E-3DAF8E27C88B},"494",VOPA_043,ARBRE,ACPL,"1",,,"39",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,GELTR,BLLBS,AUC,"70",NON, chute du feuillage tôt en saison,AUC,,, ,O,2021-09-21T19:27:22.000,TVJV,,DHP
,S217,"790","4329","4362",{8CE2144C-DF6C-4D0F-B267-82A49E8B85F6},"494",VOPA_043,DESACT,,,,,"50",FOSSE,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON,Souche prise dans pavé uni,,,,Profond,N,,,,DHS
,S217,"791","4330","4363",{CB84F4F7-2169-4739-B4EF-C86E165021DD},"498",VOPA_043,ARBRE,ULAMVF,"1",2.5999999,3.5,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,RETUSE,2023,,,N,,,,DHP
,S247,"792","4331","4364",{89FEF5F3-C5D3-4343-A7D2-813F6B6BD8C9},"502",VOPA_043,ARBRE,GLTRIN,"1",,,"45",EMPRI,PUB,AUC,AUC,AUC,BATIM,TRIVIS,AUC,AUC,AUC,AUC,AUC,"80",NON,"Re quete du resident , degagement de la maison surtout ",ELDEGA,2023,TVERTE,,O,2021-09-21T19:37:08.000,TVJV,,DHP
,S229,"793","4332","4365",{AA278D9E-6826-4D56-8A46-0DB4113B436F},"60",VOPA_037,ARBRE,ULPU,"2",,,"51,35",EMPRI,PUB,AUC,AUC,AUC,BATIM,VOIPUB,AUC,FLBTR,FAETR,BOMCI,AUC,"70",NON, ,HAFLSD,2023,TVERTE," TV: deux tiges 5135 dÃ©gagement trottoirrue bÃ¢timent Ã©claircir des petits branches mortes aussi TVJV tige de 51cm à haubaner tige de 35cm démontre aussi une faiblesse à fourche primaire mais allègement et dégagement bâtiment suffit, dégagement rue aussi",O,2021-11-03T18:17:00.000,TVJV,,DHP_X
,S229,"794","4333","4366",{B724CA7C-5BD0-48BA-967B-B1AEF5D6C25D},"60",VOPA_037,ARBRE,SYRE,"1",,,,EMPRI,PV,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,Changed from public to private after rough check of property line ,AUC,,, ,N,,,,DHP
,S229,"795","4334","4367",{B88EC06A-214F-4FC5-A5DB-71984C992EE8},"58",VOPA_037,ARBRE,MASP,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELSEGO,2024,," Trottoir, bÃ¢timent. -TV: cime en rejets",N,,,,DHP
,S229,"796","4335","4368",{2762EFD9-A80D-43CC-B673-E373E00A2EE5},"58",VOPA_037,DESACT,,,,3.74,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,Assez d’arbres sur le terrain ,,,,,N,,,,DHP
,S229,"797","4337","4370",{D6E216FF-4C19-43A6-A5EE-C265730D114E},"56",VOPA_037,ARBRE,ACPLCK,"1",,,"63",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,GELTR,BLLBC,BLMTR,"65",NON, ,AUC,,, ,O,2021-09-21T14:09:06.000,TVJV,,DHP
,S229,"798","4338","4371",{114F3142-6C8A-47B3-BED1-6E275FA7D409},"56",VOPA_037,ARBRE,MASP,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELSEGO,2024,," BÃ¢timent, trottoir. -TV: cime en rejets",N,,,,DHP
,S229,"799","4339","4372",{7B157CFF-E712-45AA-AE0A-57182FA21730},"56",VOPA_037,ARBRE,MASP,"1",,,"40.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELCOMP,2024,," BÃ¢timent, trottoir. -TV: branches mortes et cime en rejets, sÃ©lection de gourmands aussi",N,,,,DHP
,S229,"800","4340","4373",{6BEDE34A-1857-4251-AF29-D4A01B6239D4},"56",VOPA_037,ARBRE,ACPL,"1",,,"45",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELCOMP,2023,," Lampadaire, bÃ¢timent, trottoir. -TV: tronc 1m du stationnement, branches mortes et cime en rejets",N,,,,DHP
,S229,"801","4341","4374",{04E5AD28-68A3-48C0-B1DA-797F643906C3},"54",VOPA_037,ARBRE,GLTRIN,"1",,,"11",EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,RETUSE,2021,TVERTE, ,O,2021-09-21T14:01:12.000,TVJV,,DHP
,S229,"802","4342","4375",{9282F952-CEB4-41EB-9D15-51308179A48F},"50",VOPA_037,DESACT,,,,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, ,AUC,,,Attendre résident pour planifier plantation,N,,,,DHP
,S229,"803","4343","4376",{B6B330B5-4BD3-46E3-A98A-A8177FD5A1D0},"48",VOPA_037,ARBRE,ACPLCK,"1",,,,EMPRI,PV,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S230,"804","4344","4377",{C6006F18-9621-4228-8C26-153EA896F254},"49",VOPA_037,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,ELCOMP,2024,," Trottoir, bourgeons. -TV: branches primaires codominantes maintenir une tige principale, branches tertiaires croisÃ©s. NPS NEEDED",N,,,,DHP
,S230,"805","4345","4379",{3A836B89-B2D0-499A-A247-F8806EA25D60},"53",VOPA_037,ARBRE,MASP,"1",,,"23",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"Bâtiment trottoir entrée, branches mortes ",AUC,,,,O,2021-09-21T13:53:43.000,TVJV,,DHP
,S230,"806","4346","4380",{DED3ABAB-0CFC-4284-A0F0-73611A59B06C},"55",VOPA_037,ARBRE,TIAM,"1",,,"22",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,ECOTR,DEP50,"30",NON,,ABSECT,2022,TVERTE,collet racinaire 100% carié,O,2021-09-21T13:58:57.000,TVJV,,DHP
,S230,"807","4347","4381",{AE46716E-697E-46F4-B884-DCA53313DFAA},"57",VOPA_037,ARBRE,ACRU,"1",,,"20",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLMTR,"70",NON, ,AUC,,, ,O,2021-09-21T14:06:08.000,TVJV,,DHP
,S240,"808","5391","5444",{7DF22CDF-CE92-45B9-A220-30E81583B2EC},"463",VOPA_081,ARBRE,ACPL,"1",,,,BANQ,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHEBC,BLLBS,BRPCI,DEP25,"55",NON,Secondaire rue et trottoir ,ELASSA,2023,TVERTE,élagage prescrit mais possiblement abattage en 2023 (surveiller dépérissement),O,2021-09-21T14:46:06.000,TVJV,,DHP
,S240,"809","5392","5445",{0FF8B950-A441-4B1A-944B-C8F472DE4543},"461",VOPA_081,ARBRE,ACSA,"1",,,"65",BANQ,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLLBC,AUC,CLACI,"65",NON, ,AUC,,, ,O,2021-09-21T14:49:50.000,TVJV,,DHP
