Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ESSENCE,DIAMETRE (CM),TYPE_EMP,PROPRIETE,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
S152,275,2555,2575,{A06B27CF-DAD5-45E6-8600-2968588141E4},314,VOPA_067,MOAL,10,EMPRI,PUB, ,AUC,,, ,O,2021-09-09T14:54:13.000,TVJV,,DHP
S158,276,2556,2576,{E5EC804E-CB4B-4C27-8B3A-58227AA6A435},311,VOPA_067,PIPU,15,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T18:26:33.000,TVJV,,DHP
S158,277,2557,2577,{DA097D73-8AC9-431C-81B3-B70DC80B806A},311,VOPA_067,SYRE,14,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T18:28:04.000,TVJV,,DHP
S158,278,2558,2578,{4DBBAD86-2F76-4789-A207-11A8E0086E58},311,VOPA_067,SYRE,13,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T18:30:20.000,TVJV,,DHP
S158,279,2559,2579,{9228B93C-D78A-4F10-9D9B-003BED33BEED},311,VOPA_067,SYRE,14,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T18:31:14.000,TVJV,,DHP
S158,280,2560,2580,{3E641956-E313-42DE-9930-300C87CBF17A},311,VOPA_067,MASP,32,EMPRI,PUB,"Branches mortes, chicots au-dessus du trottoir, nombreuses branches adventives",ABSECT,2023,TVERTE, ,O,2021-09-10T18:35:38.000,TVJV,,DHP
S167,283,2563,2583,{E906C5CF-A1F3-4BA6-B8B6-08C19C3E67B3},343,VOPA_067,TIAMBO,20,EMPRI,PUB,"Bel arbre, mauvais emplacement, entrÃ©e charretiÃ¨re construite aprÃ¨s...",AUC,,, ,O,2021-09-09T17:36:28.000,TVJV,,DHP
S167,284,2564,2584,{C4686D79-E85F-48A8-BF8F-D8F93046A10D},353,VOPA_067,MASP,13,EMPRI,PUB, ,AUC,,, ,O,2021-09-09T17:52:07.000,TVJV,,DHP
S167,285,2565,2585,{B833FCD5-884E-4426-A23D-81FFCA92ECAC},355,VOPA_067,AMCA,13,EMPRI,PUB,renflement du pied,AUC,,, ,O,2021-09-09T17:53:25.000,TVJV,,DHP
S169,288,2568,2588,{E7F9C801-183A-42F4-97DA-E8EE100B0D85},376,VOPA_109,SYRE,16,EMPRI,PUB, ,ELTAFO,2023,TVERTE, ,O,2021-09-10T14:09:27.000,TVJV,,DHP
S169,290,2570,2590,{3D43D0F9-DE72-456B-86BD-5C37C3BBAB62},360,VOPA_109,FRPE,61,EMPRI,PUB,"petites branches mortes, TREEAZIN",INSPRE,2022,TVERTE,dépérissement à surveiller (ADF),O,2021-09-10T14:53:00.000,TVJV,,DHP
S169,291,2571,2591,{665FD21E-7278-4ED0-B10D-D736CFF5E18D},356,VOPA_109,SYRE,17,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T15:01:32.000,TVJV,,DHP
S169,292,2572,2592,{E88D5155-E934-46D0-A045-DB3D4F4524F7},348,VOPA_109,ACPLCK,25,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T15:06:49.000,TVJV,,DHP
S169,295,2575,2595,{E925D303-D8C1-4399-BB67-5D6099AE59B6},326,VOPA_109,SYRE,20,EMPRI,PUB,,ELASSA,2023,TVERTE, ,O,2021-09-10T15:41:20.000,TVJV,,DHP
S169,296,2576,2596,{692B98F7-3F05-43BA-85C5-C0C4BCBBB13C},322,VOPA_109,PIPU,40,EMPRI,PUB,enseigne,AUC,,, ,O,2021-09-10T15:43:03.000,TVJV,,DHP
S171,301,2581,2601,{3BE433DC-D07F-41DD-9259-1A1E06322B82},4324,VOPA_121,ACPL,27,EMPRI,PUB,petite blessure sur le tronc,AUC,,, ,O,2021-09-14T18:29:05.000,TVJV,,DHP
S171,302,2582,2602,{745F6DFC-D04F-4CCF-93F3-2C14856A254F},374,VOPA_068,ACPLCK,14,EMPRI,PUB,Chancre!,ABSECT,2022,WEEQIN, ,N,,,,DHP
S171,303,2583,2603,{E80C0086-B1A1-43F1-B7D1-72BC5A0F86D5},372,VOPA_068,MASP,17,EMPRI,PUB," terre ajouté, manque de collet racinaire",AUC,,, ,O,2021-09-14T18:06:46.000,TVJV,,DHP
S171,306,2586,2606,{1B6F53CE-CE96-494E-A9E5-DDFD7670BF66},356,VOPA_068,MASP,24,EMPRI,PUB,un pieu et les fils mÃ©talliques sont encastrÃ©s dans l'arbre. Enlever les tuteurs,ABSECT,2022,TVERTE, ,O,2021-09-14T17:19:11.000,TVJV,,DHP
S171,307,2587,2607,{9AF048A7-73EE-4733-9D0A-7F75B8029D9F},356,VOPA_068,ACPL,23,EMPRI,PUB, ,ELTAFO,2022,TVERTE," maintenir dominance de la tige terminale, réduire tête codominante S",O,2021-11-02T15:01:38.000,TVJV,,DHP
S171,308,2588,2608,{E2972F38-B36D-4C39-85A1-8D1FBA83FA8B},350,VOPA_068,ACPLCK,28,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T15:43:47.000,TVJV,,DHP
S171,309,2589,2609,{C7460B92-9587-434B-BA67-67F546E0DED3},344,VOPA_068,ACPLCK,16,EMPRI,PUB,grosse blessure au pied,ABSECT,2024,TVERTE, chancre important sur tige terminale malgré cime fournie,O,2021-09-14T15:29:25.000,TVJV,,DHP
S174,311,2591,2611,{901518E0-9EDB-4EA8-A8A3-B94D39448EBC},0,VOPA_068,ACPL,25,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-14T15:17:50.000,TVJV,,DHP
S174,320,2600,2620,{3E4AA21A-FB1E-46AE-80E2-07F4C2FE466B},0,VOPA_068,ACSC,27,EMPRI,PUB, DHP estimé,INSPRE,2023,TVERTE," déperissement à surveiller, DHP estimé",O,2021-10-22T19:15:36.000,TVJV,,DHP
S173,324,2604,2624,{C823D7CF-C107-4AE3-BDC3-24655FE83C13},374,VOPA_032,GIBI,"5,4",EMPRI,PUB,"Planté par le citoyen 1 tuteur avec bambou et corde, drageon",ELTAFO,2022,TVERTE, 1 tige retirer ,O,2021-09-16T21:03:43.000,TVJV,,DHP_X
S173,329,2609,2629,{5A584529-26F7-4072-8082-7EADA82683F0},360,VOPA_032,ACPL,25,EMPRI,PUB,petite blessure sur le tronc,AUC,,, ,O,2021-09-16T20:28:20.000,TVJV,,DHP
S173,331,2611,2631,{60C1C7E1-711F-430C-B3DB-50330CD0EBF5},336,VOPA_032,ACRU,26,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T19:15:16.000,TVJV,,DHP
S173,332,2612,2632,{8D8525F3-7BC6-44F7-B879-CA2F6EA4EFB5},336,VOPA_032,ACPL,21,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T19:17:02.000,TVJV,,DHP
S178,333,2613,2633,{4D92A51F-6555-497E-8C93-DF7402A009CB},349,VOPA_032,MASP,27,EMPRI,PUB,blessure au pied,AUC,,, ,O,2021-09-16T20:20:18.000,TVJV,,DHP
S178,334,2614,2634,{80F20637-C4B0-49BD-9086-BFDFE2F95E8C},363,VOPA_032,ACSC,29,EMPRI,PUB, ,AUC,,, ,O,2021-09-16T20:12:54.000,TVJV,,DHP
S178,335,2615,2635,{6F7E6C81-6BC8-4C4A-98A8-7433938088B2},381,VOPA_032,SYRE,21,EMPRI,PUB,"une branche va bientot arrachÃ©e, citoyen demande de couper une branche basse dans son entrÃ©e car l'accroche souvent",AUC,,, ,O,2021-09-16T20:10:47.000,TVJV,,DHP
S178,337,2617,2637,{641082E4-9C2A-433C-B970-3800F8761B2E},399,VOPA_032,MASP,29,EMPRI,PUB,"batiment, enseignes cachées par les branches et entravent la marche sur le trottoir. Demande faite par le propriétaire de les couper. Branches adventives.  Racines structurales exposees",AJTERR,2021,TVERTE,,O,2021-09-16T19:58:25.000,TVJV,,DHP
S178,338,2618,2638,{BFF9166F-D2C3-4D44-831F-EF27F482399C},399,VOPA_032,ACRU,26,EMPRI,PUB,"blessure sur le tronc, carence minérale",AUC,,, ,O,2021-09-16T19:55:36.000,TVJV,,DHP
S178,339,2619,2639,{6F37E613-0CF4-4BC9-97C2-E320FAFB0604},399,VOPA_032,ACRU,24,EMPRI,PUB,,AUC,,, ,O,2021-09-16T19:53:54.000,TVJV,,DHP
S201,345,2625,2645,{2D6D64B1-6967-47F3-8FC1-471BC9546874},336,VOPA_087,TIAM,28,EMPRI,PUB,,ELCOMP,2022,TVERTE, dégagement trottoir et réduire br primaire côté SO,O,2021-09-20T15:41:35.000,TVJV,,DHP
S205,346,2626,2646,{9C3AB68F-EC3E-4976-BD3D-EDC7DDD0A839},315,VOPA_087,SYRE,19,EMPRI,PUB,,AUC,,, ,O,2021-09-20T15:30:00.000,TVJV,,DHP
S205,347,2627,2647,{A2D4AC88-A468-4149-8E45-708E0C8F8DF4},339,VOPA_087,TICO,26,EMPRI,PUB,drageons,AUTRE,2023,TVERTE," chirurgie racine exposé et encerclante, ajout de terre recommandé aussi",O,2021-09-20T19:34:57.000,TVJV,,DHP
S205,348,2628,2648,{67DDF719-D309-4F87-B0A4-6EA933BA3DAC},343,VOPA_087,QUROFA,8,EMPRI,PUB,"Plainte de la citoyenne, elle dit que lâ€™arbre est mort et que nous avons dÃ©truit son terrain. Lâ€™arbre nâ€™est pas mort et nous allons refaire sa cuvette ",ELASSA,2022,WEEQIN, ,N,,,,DHP
S205,349,2629,2649,{4A4BB0DF-1C57-4F88-8043-C9C4C4DC1BDC},353,VOPA_087,SYRE,23,EMPRI,PUB,bouche d'égout côté droite,AUC,,, ,O,2021-09-20T19:18:14.000,TVJV,,DHP
S205,350,2630,2650,{C31C2217-0894-4398-BE88-4B57590B331C},371,VOPA_087,CGMOTO,4,EMPRI,PUB,,AUC,,,,N,,,,DHP
S207,355,2635,2655,{FB482325-7D26-476A-B462-525665CE916C},1394,VOPA_050,GLTRIN,11,FOSSE,PUB,structure électrique parterre,AUC,,,,O,2021-09-21T20:28:57.000,TVJV,,DHP
S207,356,2636,2656,{B396A9BE-D7AF-4A12-A7AC-A5EA98EFAA4B},1394,VOPA_050,GLTRIN,12,FOSSE,PUB,Dépérissement avancé,ABSECT,2021,WESTGA,,O,,,,DHP
S207,357,2637,2657,{6112E947-8B34-466C-A4F7-7413D88D6218},1350,VOPA_050,GLTRIN,9,FOSSE,PUB,,INSPRE,2024,TVERTE,chancres à surveiller,O,2021-09-21T20:33:28.000,TVJV,,DHP
S208,358,2638,2658,{0054E36A-9F3C-4F41-A6F1-45EFA93892F9},1347,VOPA_050,GLTRIN,10,FOSSE,PUB,"DÃ©perrissement avancÃ©, petite blessure au pied et sur le tronc. 1/2 de lâ€™arbre mort",ABDIRE,2022,TVERTE,,O,2021-09-21T20:38:20.000,TVJV,,DHP
S208,359,2639,2659,{8459C929-CFE7-4256-9F97-55ABFC317538},1353,VOPA_050,GLTRIN,9,FOSSE,PUB,,AUC,,,,O,2021-09-21T20:43:20.000,TVJV,,DHP
S208,360,2640,2660,{325B806C-3E94-4E4D-A93C-F7444DB26C11},1385,VOPA_050,GLTRIN,14,FOSSE,PUB,structure électrique parterre,AUC,,,,O,2021-09-21T20:24:49.000,TVJV,,DHP
S212,362,2642,2662,{F274B151-76BC-4C7C-A534-AE953918669A},4168,VOPA_121,GLTRIN,16,FOSSE,PUB,structure électrique parterre ,AUC,,,,O,2021-09-21T20:11:45.000,TVJV,,DHP
S212,363,2643,2663,{CC65FED1-29A6-4EDA-8E8B-DE4C0987D48A},4168,VOPA_121,GLTRIN,18,FOSSE,PUB,,GRAGRE,2021,TVERTE,structure électrique parterre à retirer aussi,O,2021-09-21T20:13:50.000,TVJV,,DHP
S210,367,2647,2667,{FC92F4CB-B20B-41D3-BCA2-344FD7220AAA},342,VOPA_043,TITO,6,EMPRI,PUB,,ARROSA,2021,WESTHA,,N,,,,DHP
S208,368,2648,2668,{7DC87BD8-A2E1-4BD5-A8B5-8190CA32F21F},1299,VOPA_050,GLTRIN,6,FOSSE,PUB,,AUC,,,,O,2021-09-22T13:31:20.000,TVJV,,DHP
S191,369,2649,2669,{EB25F2CE-654D-4E76-9183-EE5A057D3532},1299,VOPA_050,GLTRIN,10,FOSSE,PUB,,AUC,,,,O,2021-09-22T13:32:21.000,TVJV,,DHP
S210,371,2651,2671,{B6C64AD2-F555-4C04-B9A5-B21A24EF6553},318,VOPA_043,TITO,13,EMPRI,PUB,,ABSECT,2022,WESTHA,Mort/ ne veut pas d’arbre. On reverra la situation en 2024,N,,,,DHP
S211,372,2652,2672,{C51BE2FF-752A-4D8F-BC45-4C8912766DC0},309,VOPA_043,ACPL,27,EMPRI,PUB,chancre sur une tige principale et dans la fourche,ABSECT,2022,TVERTE, ,O,2021-09-21T21:36:30.000,TVJV,,DHP
S211,373,2653,2673,{8796BC03-326A-478C-9996-D1704F52993D},337,VOPA_043,QUROFA,4,EMPRI,PUB,,ARROSA,2021,WESTHA,,N,,,,DHP
S211,374,2654,2674,{30E9E342-DB12-4607-91A0-7B98EF84605D},395,VOPA_043,ACPLCO,28,EMPRI,PUB,batiment,AUC,,, ,O,2021-09-21T21:01:26.000,TVJV,,DHP
S197,376,2656,2676,{3A814613-4F6E-4920-9F06-E193D97F926F},4100,VOPA_121,ACPL,21,EMPRI,PUB, ,AUC,,, ,O,2021-09-23T15:42:08.000,TVJV,,DHP
S197,378,2658,2678,{B157156F-6E44-4479-9A3C-F89B5883BF45},370,VOPA_151,SYRE,24,EMPRI,PUB,Branches trop proches de maison,AUC,,,,O,2021-09-23T15:46:59.000,TVJV,,DHP
S197,381,2661,2681,{097907BD-0B4A-4CD6-8A88-029092C6627A},328,VOPA_151,ACPL,28,EMPRI,PUB, ,AUC,,, ,O,2021-09-23T18:15:18.000,TVJV,,DHP
S155,382,2787,2807,{4D01DBC4-D8B1-4D7D-9BFC-5BDAEE748116},235,VOPA_078,ACPL,66,EMPRI,PUB,"gelivure, branche ramassÃ© 25-06-2020, tronc inclinÃ© ",ELASSA,2022,WEEQIN,"Chicot, et dÃ©gagement de bÃ¢timent ",N,,,,DHP
S155,383,2788,2808,{06BEE9F5-7F5B-4190-A548-6E72092650BB},235,VOPA_078,ACPL,37,EMPRI,PUB,,HAFLSS,2022,TVERTE, haubanage avec allègement et dégagement,O,2021-09-08T16:14:23.000,TVJV,,DHP
S155,384,2789,2809,{B251A584-341E-4E48-B963-C151099289E3},257,VOPA_078,ACPL,68,EMPRI,PUB, ,ELASSA,2024,TVERTE,cavitÃ© sur branche primaire; fourche primaire avec Ã©corce incluse Ã  surveiller,N,,,,DHP
S154,386,2791,2811,{9B7B04AD-9025-4E8C-A633-743FC0947D31},4398,VOPA_038,ACPL,34,EMPRI,PUB,"  colombage de bois recyclé, dhp estimé ",INSPRE,2024,TVERTE,"travaux parterre récentes (gazon), état à suivre",O,2021-09-09T14:02:22.000,TVJV,,DHP
S154,387,2792,2812,{FD8C19DA-D2F6-4EEB-BD81-4E6B7E4BE1F4},4394,VOPA_038,ACPL,75,EMPRI,PUB," colombage de bois recyclé, dhp estimé",INSPRE,2024,TVERTE," travaux parterre récentes, état à suivre",O,2021-09-09T14:14:47.000,TVJV,,DHP
S154,388,2793,2813,{F3BC98D6-57C7-4EA4-9FFC-BAD6F8914CB0},4390,VOPA_038,ACPL,35,EMPRI,PUB, ,ELASSA,2022,TVERTE, ,O,2021-09-09T14:19:03.000,TVJV,,DHP
S154,389,2794,2814,{C485A63C-624F-4169-BC0E-B24211957AFC},256,VOPA_067,ACSA,65,EMPRI,PUB,gourmands ++ et repousses épicormiques gravitropiquement négatives,ELSUGO,2024,TVERTE," travaux parterre récentes (voir photo), état de l'arbre à suivre avant de retirer les gourmands",O,2021-09-09T14:31:23.000,TVJV,,DHP
S157,391,2796,2816,{42802631-EF88-40A7-933E-5C28D9325964},4384,VOPA_038,ACPL,64,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T18:16:03.000,TVJV,,DHP
S157,392,2797,2817,{74031F52-3FF7-45D8-B9DE-312FCB1B6689},4378,VOPA_038,QUAL,33,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T18:03:33.000,TVJV,,DHP
S160,393,2798,2818,{2D755E53-F2FC-4AF7-8B53-C7053AB15FE6},4374,VOPA_038,ACPL,46,EMPRI,PUB, ,INSPRE,2024,TVERTE, dépérissement à surveiller,O,2021-09-14T14:23:33.000,TVJV,,DHP
S162,394,2799,2819,{5B5C6C3B-7287-493C-897A-60C643564114},4300,VOPA_038,ACPL,41,EMPRI,PUB, ,INSPRE,2024,TVERTE," défauts au collet et racines importants avec cime clairsemée, état à surveiller",O,2021-09-14T13:51:17.000,TVJV,,DHP
S162,395,2800,2820,{AF13EC63-EFAA-419D-AAF7-A8A15384FC2F},4300,VOPA_038,ACPL,38,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T14:03:51.000,TVJV,,DHP
S162,396,2801,2821,{32F21B00-8DCB-43A3-BB3B-8A679DFA0450},4300,VOPA_038,ACPL,77,EMPRI,PUB,chancres observés non exposés au vents et aucuns cibles ,ELCOMP,2022,TVERTE, dégagement rue et assainissement (br secondaires avec blessures sévères et bois mort),O,2021-09-14T14:12:33.000,TVJV,,DHP
S164,397,2802,2822,{15769975-8506-43F6-8D4E-4D56EFE991FA},4300,VOPA_038,ACPL,65,EMPRI,PUB,,HAFLSS,2022,TVERTE," avec élagage complet (assainissement déchirure branche tertiaire et bois mort, dégagement)",O,2021-09-14T14:31:56.000,TVJV,,DHP
S164,398,2803,2823,{ACDA0446-51D7-470D-B655-CB2F93C31D7F},4300,VOPA_038,ACSA,52,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T14:37:14.000,TVJV,,DHP
S164,399,2804,2824,{006C35E4-6A55-4482-9DAF-DCF973CD3A12},4300,VOPA_038,ACPL,50,EMPRI,PUB,"racines exposees trottoir blessure mechanique au pied, branches mortes",ABSECT,90,TVERTE," cime dépérissant carie au tronc et collet racinaire important exposé du coté SO, ",O,2021-09-14T14:59:23.000,TVJV,,DHP
S164,400,2805,2825,{F238C0E1-455B-4FCE-903D-DDF6B8A39EC2},4300,VOPA_038,BEPA,36,EMPRI,PUB,leger deperissement de la cime,AUC,,, ,O,2021-09-14T20:16:34.000,TVJV,,DHP
S164,401,2806,2826,{50190E1C-D104-4894-B92C-3DA2E430C9BE},4300,VOPA_038,ACSA,56,EMPRI,PUB,"feux de signalisation, lampadaire; fentes",ELDEGA,2024,TVERTE, ,O,2021-09-20T14:22:33.000,TVJV,,DHP
S165,402,2807,2827,{745309EF-1D56-4448-A05E-BAA8526AC550},4300,VOPA_038,ACPL,32,EMPRI,PUB, ,AUTRE,2023,TVERTE, chirurgie racines encerclantes et dégagement voie publique,O,2021-11-02T15:23:54.000,TVJV,,DHP
S165,403,2808,2828,{C1437AB0-E481-4F4B-81B5-6F39EE5DA0FD},4300,VOPA_038,FRAM,50,EMPRI,PUB,gourmands,ABSECT,2021,WESTGA,ADF,N,,,,DHP
S175,404,2809,2829,{D61AEB4F-8172-4317-B051-1E4DF20F8A34},4311,VOPA_038,ACPL,51,EMPRI,PUB," bois mort en cime, racines encerclantes",HAFLSS,2022,TVERTE, assainissement bois mort,O,2021-09-14T20:12:28.000,TVJV,,DHP
S175,405,2810,2830,{D2D60D58-21C5-4C94-9CC6-C70FC0EFB584},4311,VOPA_038,ACPL,29,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T15:01:42.000,TVJV,,DHP
S174,407,2812,2832,{A62B9C93-9E5E-475E-8DE3-A69442AF517F},4311,VOPA_038,ACPL,32,EMPRI,PUB, ,ELALLE,2023,TVERTE, allègement br primaire côté S et dégagement rue,O,2021-09-14T15:07:42.000,TVJV,,DHP
S171,408,2813,2833,{C71A53E2-9687-481B-85D4-343DE19775A0},4321,VOPA_038,CTSP,35,EMPRI,PUB,deperissement,ABSECT,2023,TVERTE, ,O,2021-09-14T15:13:23.000,TVJV,,DHP
S166,409,2814,2834,{17407419-BE16-445C-B3BD-22F7C7917C9B},4321,VOPA_038,CTSP,52,EMPRI,PUB, ,AUC,,, ,O,2021-09-14T15:10:14.000,TVJV,,DHP
S166,411,2816,2836,{F5C32F3D-25ED-4FAF-816D-1EDECDAF10F8},4335,VOPA_038,ACSA,63,EMPRI,PUB,Déséquilibré a cause de l'arbre entre lui et maison,ELCOMP,2021,, ,N,,,,DHP
S158,412,2817,2837,{53291BAF-B15C-4492-A734-9C0CFD57A605},0,VOPA_038,SYRE,33,EMPRI,PUB, ,AUC,,, ,O,2021-09-10T18:01:51.000,TVJV,,DHP
S158,413,2818,2838,{0A179E90-A279-4A97-85C9-1792A80AB9E3},4385,VOPA_038,ACPL,39,EMPRI,PUB, ,ABSECT,2023,TVERTE, ,O,2021-09-10T18:19:08.000,TVJV,,DHP
S153,414,2819,2839,{E4B21EDB-95AB-4DD2-B398-BF517A54B606},4447,VOPA_038,ACPL,77,EMPRI,PUB,"deperissement, racines degages vers trottoir, branches mortes",ELASSA,2022,TVERTE, ,O,2021-09-09T14:10:51.000,TVJV,,DHP
S153,415,2820,2840,{5BEC0500-5700-4F64-AA01-D9479234DF2F},4449,VOPA_038,ACPL,31,EMPRI,PUB,"blessure ouverte, trou au pied",ELDEGA,2024,TVERTE, ,O,2021-09-09T14:06:13.000,TVJV,,DHP
S153,416,2821,2841,{A932F77E-F544-4C56-8559-7F0B2AD4DC6C},4451,VOPA_038,ACPL,48,EMPRI,PUB,fentes avec debut d'inclusion d'ecorce,ELALLE,2023,TVERTE, allègement branches codominantes,O,2021-09-09T13:56:23.000,TVJV,,DHP
S156,418,2823,2843,{619FDF32-FAD5-49F0-B842-34285F39CE6C},252,VOPA_067,ACPL,43,EMPRI,PUB,Muret bÃ¢ti autours pied,ELDEGA,2023,TVERTE, ,O,2021-09-09T19:13:21.000,TVJV,,DHP
S156,419,2824,2844,{BAD14568-8E0F-45AA-8C45-05E01A6E4698},250,VOPA_067,ACPL,40,EMPRI,PUB, ,ELCOMP,2023,TVERTE,"allègement branche primaire codominante, dégagement rue, chirurgie de jeunes racines encerclantes possible",O,2021-09-09T19:00:07.000,TVJV,,DHP
S156,420,2825,2845,{6F6715A1-1A8F-4B94-B3A0-8C6FF5DC765B},250,VOPA_067,ACPL,34,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-09T18:55:01.000,TVJV,,DHP
S156,421,2826,2846,{4A6A73B3-9596-4C3E-9F48-31CAF45FBB83},250,VOPA_067,ACSA,68,EMPRI,PUB,,ELASSA,2023,TVERTE, ,O,2021-09-09T18:18:38.000,TVJV,,DHP
S156,422,2827,2847,{5D2672CF-D40D-462B-ADA3-8D3A18FC453F},200,VOPA_067,ACPL,65,EMPRI,PUB,Carrie contrefort S  NFU RAS,HAFLSS,2023,TVERTE,"Cavité tronc ancienne coupe franche reprise faite; TV: fourche faible avec carie sur ancienne br secondaire TVJV : présence du chancre sur l'arbre entier, fourche faible avec chancre sur branche secondaire côté NE, haubanage verticale en V recommandé avec élagage complet (assainissement, allègement et sélection de gourmands)",O,2021-09-09T18:39:44.000,TVJV,,DHP
S159,425,2830,2850,{EA21B639-8855-4734-B77A-DB22A4E4E275},239,VOPA_067,QUAL,100,EMPRI,PUB,"

trottoir et entree obstacles  drageons fente avec inclusion d'ecorce,",HAFLSS,2023,TVERTE," un hauban décroché, ajouter ou remplacer haubans acier existants",O,2021-09-09T18:08:51.000,TVJV,,DHP
S159,427,2832,2852,{4ADC6569-F764-4CE1-90FC-57A7B1430A60},251,VOPA_067,ACPL,70,EMPRI,PUB,"la section a été fortement allègée  plusieurs cavités importantes sur l'ensemble des branches principales  NFU: cavité sur branche principale en surplomb de la rue; TV: intégrité structrale peu affectée, TVJV cavité légère sur branche secondaire côté N",HAFLSS,90,TVERTE," branche cassé à retirer,  haubanage recommandé pour retenir la branche primaire montrant la cavité important exposé vers la rue mais blessures en hauteur à inspecter.

résident dit que l'arbre était supposément mis en abattage. ",O,2021-09-09T19:27:57.000,TVJV,,DHP
S160,428,2833,2853,{02776D12-0268-4E57-8B18-100E9223DF81},250,VOPA_109,ACPL,27,EMPRI,PUB,"Difficult resident prevented contractors from doing pruning work, will have to contacted",ABSECT,2023,TVERTE, arbre d'âge moyen déjà dépérissant possiblement à cause du racine encerclante,O,2021-09-14T13:57:18.000,TVJV,,DHP
S160,429,2834,2854,{1DECE3B2-813C-455A-A786-D7FC370438A7},248,VOPA_109,BEPO,10,EMPRI,PUB,,,,, ,O,2021-09-14T14:00:34.000,TVJV,,DHP
S160,430,2835,2855,{0A02D523-CB9E-4A72-9335-B5A3E6F58538},248,VOPA_109,ACPL,41,EMPRI,PUB,Ã‰corce incluse sur fourche primaire (3 branches primaires),HAUBANAGE,2024,TVERTE,"Dynamic 4T, Fourche principale aigue",N,,,,DHP
S160,431,2836,2856,{6EBCA246-45D9-4C9A-8422-20978A12973D},238,VOPA_109,ACSA,67,EMPRI,PUB,,ELDEGA,2024,TVERTE, dégagement avec suppression de gourmands,O,2021-09-14T13:42:20.000,TVJV,,DHP
S160,432,2837,2857,{73FE0732-891A-4E51-A305-F07DE63D4D44},234,VOPA_109,ACPL,93,EMPRI,PUB,Fourche principale aigu / Plusieurs anciennes plaie d'Ã©lagage avec carie interne et champignons   sur les deux tronc principaux qui son haubanÃ© : devrait avoir un autre hauban installer plus haut /  - NFU: cavitÃ© majeure dans branche principale,HAUBANAGE,2023,TVERTE,TV: 2e haubans Ã  installer sur branche secondaire Est (fourche faible avec cavitÃ© importante),N,,,,DHP
S160,433,2838,2858,{AD373F85-3EAD-4D44-B94E-6DAFEBC1A7D1},228,VOPA_109,ACPL,74,EMPRI,PUB,fente au niveau du pied,ELASSA,2023,TVERTE, ,O,2021-09-14T13:37:35.000,TVJV,,DHP
S160,434,2839,2859,{D0EC5DC2-6F52-4FDC-B717-336167C68321},222,VOPA_109,ACSA,82,EMPRI,PUB,gelivures au tronc,AUC,,, ,O,2021-09-14T13:31:32.000,TVJV,,DHP
S179,435,2840,2860,{62E40A69-4831-47ED-BDD8-4113644FCB25},243,VOPA_032,ACSA,60,EMPRI,PUB," bois mort en cime, blessures légères au br secondaires",HAFLSD,2023,TVERTE," haubanage en V pour fourche primaire et secondaire centrale,   assainissement aussi",O,2021-09-20T14:32:05.000,TVJV,,DHP
S179,436,2841,2861,{E1A551BD-5E06-4845-A6BC-F0E26D6C2664},239,VOPA_032,ACSA,88,EMPRI,PUB,"hauban acier décroché, br secondaires surplombantes",HAFLSD,2023,TVERTE," haubanage polygonale à partir de trois br primaires, dégagement et réduire br tertiaire avec cavité exposé côté O",O,2021-09-20T14:41:57.000,TVJV,,DHP
S179,437,2842,2862,{01AA307A-C790-461B-B142-B628BB35C581},221,VOPA_032,ACPL,38,EMPRI,PUB, ,AJTERR,2022,TVERTE, chirurgie d'une partie de la racine encerclante possible,O,2021-09-20T14:55:17.000,TVJV,,DHP
S179,438,2843,2863,{B3D44B5F-832D-4CED-9A1F-69D285EB1FF3},221,VOPA_032,ACPL,41,EMPRI,PUB, ,AUC,,, ,O,2021-09-20T14:52:20.000,TVJV,,DHP
S182,439,2844,2864,{5C3A31A8-6228-4E30-BF04-8B3962D5F490},4229,VOPA_116,ACPL,45,EMPRI,PUB,signalisation,ABSECT,2022,TVERTE, ,O,2021-09-20T20:11:23.000,TVJV,,DHS
S188,440,2846,2866,{B83BD09C-ADF8-4439-9268-D8BED2A14B72},4175,VOPA_116,GLTRIN,28,FOSSE,PUB,"petites branches mortes par dessus le trottoir, Protection hiver colombage",GRAGRE,2021,TVERTE,"collet encastré sur grille, assainissement aussi",O,2021-09-29T13:16:39.000,TVJV,,DHP
